Search_Keyword_for_job,URL,Job_Posted_Date,Position,Company,Job_Location,Job_Location_Type,Salary_Range,Job_Type,Job_Description
Designer,https://indeed.com/viewjob?jk=67167373b78908cb,7/25/2023,Marketing Designer,Basis,Remote,,$60 000 - $90 000 a year,Full-time, We are an FP&A software company that specializes in providing budgeting  forecasting  and financial reporting solutions to small and medium-sized businesses. Our mission is to help businesses optimize financial performance through data analysis and strategic insights. We foster an inclusive and innovative culture  where team members take ownership  collaborate  drive impactful solutions  and celebrate wins. We are looking for a talented marketing designer to join our growing team. The ideal candidate will have a strong understanding of visual design principles and be able to translate marketing strategies into thoughtful solutions that help prospective customers understand how Basis can impact their business. You will be responsible for creating a wide range of marketing materials  including website designs  presentation decks  product screenshots and graphics  email assets  PDFs and display ads. Design and develop website layouts and graphics Produce sales enablement collateral such as presentation decks Produce graphics for blogs  webinars  and social media Design email campaigns and newsletters Use pre-existing brand guidelines and evolve them for new use cases Stay up-to-date on the latest design trends and technologies Bachelor's degree in graphic design or equivalent work experience 3+ years of experience in marketing design Strong understanding of visual design principles Ability to work independently and as part of a team Proficiency in Figma or Adobe Creative Suite (Photoshop  Illustrator  InDesign) Familiarity with HTML and CSS Experience with Webflow a huge plus Competitive salary and benefits package Opportunity to work with a talented and dedicated team Chance to make a real impact on the growth of a young company If you’re a talented designer with an eye-catching portfolio  we’d like to hear from you! Compensation Range: $60K - $90K
Designer,https://indeed.com/viewjob?jk=b74db0b5943633b1,7/25/2023,Electrical Engineer/Designer,Salas O'Brien,Irving  TX 75038,,$60 000 - $90 000 a year,Full-time,
Designer,https://indeed.com/viewjob?jk=cab83ed9e6dd9e84,7/25/2023,Graphic Designer,Hickey & Associates,Remote,,Estimated $48.3K - $61.2K a year,Full-time,Graphic Designer Location: US  Non-Location SpecificWe are currently seeking a highly talented and dedicated full-time graphic designer to join our team and be an integral part of our organization. You will be responsible for various graphic design tasks  including designing reports  content writing  organization  distribution  post-business development activities  and creating supplemental materials. There may also be an opportunity for you to oversee the entire report process.If you are a creative graphic designer with a passion for designing reports and are interested in a fast-growing global company  we would love to hear from you. Please submit your portfolio  resume  and any relevant work samples with your application.Hickey & Associates (Hickey) is an exciting  fast-growing global consulting company innovating location strategy solutions around the world.Hickey is a global leader in site location strategy  credits and incentives advisory  and workforce solutions with active projects in the Americas  Asia  Europe  Australia  and Africa. Utilizing state-of-the-art tools and techniques  Hickey assists businesses in determining the optimal location to expand  relocate or consolidate anywhere in the world.By having a presence in key markets throughout the world  Hickey ensures its services are always aligned with each unique local environment and thereby provides its clients with an unparalleled level of support. Hickey's teams are strategically located around the globe including in New York City  Atlanta  Chicago  San Francisco  Phoenix  London  Amsterdam  Brussels  Warsaw  Shanghai  Singapore  Bangalore  Bogotá  Tel Aviv  Sydney  Sao Paolo  and Buenos Aires.Hickey  founded in 1986  was one of the first companies to offer integrated site location and workforce services. Today  as the global leader  Hickey has active projects in every corner of the world led by its team of seasoned professionals  with additional support from subject matter experts in key global markets.
Designer,https://indeed.com/viewjob?jk=e31f231f028e0bfb,7/25/2023,Landing Page Designer,All in One Solutions Enterprise Inc,12525 Orange Dr  Davie  FL 33330,,Estimated $48.3K - $61.2K a year,Full-time, We are looking for a landing page designer who can work with our team to understand their goals  challenges  and needs  and develop customized landing pages that deliver results. We are All-In-One Solutions! A Preferred Dealer for Direct TV  Internet and Wireless Services! Some of the responsibilities include but are not limited to: If you are interested in joining our team as a Landing Page Designer  please send us your resume and portfolio along with a cover letter explaining why you are the best candidate for this position. We look forward to hearing from you soon!
Designer,https://indeed.com/viewjob?jk=3af25e659e68abc2,7/25/2023,Designer,Heritage Design + Supply,6833 Mt Herman Road  Morrisville  NC 27560,,Estimated $48.3K - $61.2K a year,Full-time,
Designer,https://indeed.com/viewjob?jk=fbb03eeb8d5b3989,7/25/2023,Sales/Designer - Fun & Creative,Closets By Design of Northwest New Jersey,878 Ridge View Way  Franklin Lakes  NJ 07417,,$3 000 - $5 000 a month,Part-time, $3 000 to $5 000 Monthly Are you a people person? Do you love helping people get organized? Does your closet look like one of our ads? Do you like to organize your friends and family for fun? If you answered YES!…then this job is for you! For more information please send your resume to MBrowne@closetsbydesign.net or call us at 908-721-6283
Designer,https://indeed.com/viewjob?jk=5c62b5d64bdacd03,7/23/2023,Designer,HustleWing,New York State,Remote,Estimated $50K - $63.3K a year,Part-time, We are seeking a highly creative and skilled Part-Time Designer. As a Designer  you will be responsible for creating visually compelling designs that effectively communicate the brand's message and meet the design objectives. This part-time position offers flexible hours and requires strong design skills  attention to detail  and a passion for creating exceptional visual experiences. This part-time Designer role offers an exciting opportunity to contribute to the creation of visually stunning designs while enjoying flexibility in your work schedule. If you are a creative and detail-oriented designer with a passion for delivering exceptional visual experiences  we encourage you to apply.
Designer,https://indeed.com/viewjob?jk=a4e1ee246591baed,7/25/2023,Senior Sound Designer,Survios,Marina del Rey  CA,Hybrid remote,Estimated $50K - $63.3K a year,Part-time,
Designer,https://indeed.com/viewjob?jk=87196d824aef149d,7/25/2023,Graphic Designer,MRM Global,Remote,,,, At MRM Global  our purpose is to enable the world’s leading consumer brands to increase their sales and reduce wastage. Up to 50% of physical marketing materials in the consumer goods industry are never executed and are instead sent to landfill  incinerated  or recycled. This wastes time  resources  money and most importantly has a huge negative impact on the environment. At MRM Global  we believe there is a better way to support customers with physical point of sale marketing. We believe that the future is on-demand ordering  localized content  and distributed production. Clients including as Bacardi  Diageo  Carlsberg  Pernod Ricard  and Molson Coors use our Brand Creator technology platform to create customized and brand compliant marketing materials that are produced on-demand through our cloud printing network. MRM Global has recently won a multi-year national contract with a major drink's distributor. We are looking for an energetic  experienced and solution-oriented Customer Success Manager to implement the team's strategy  manage  and nurture their “book of business” and drive our product adoption and user engagement rates ever higher. The ideal candidate will be someone with a growth mindset who thrives on taking responsibility and loves rolling their sleeves up and getting stuck into big challenges and solving tricky problems. We are looking for someone who enjoys operating at a very fast pace  learns relentlessly and is always looking to improve themselves and support their team. Our culture reflects our rapid growth and our ambition to be the global market leader. That means that we are a fast-paced organization where every day is different  and the work is challenging. We appreciate that the scale-up experience isn’t for everyone. We are specifically looking for people who love taking responsibility  challenging themselves  and who strongly relate to our 4 core values:US Designer  Our design team plays a crucial role in the success of the business. We need to provide our customers the right marketing content to best support their outlets that harness the power of their global brands while being customised to ensure relevance for a local audience. We are looking for a passionate creative to join us with a proven portfolio showcasing visually stunning work to initially support our premium design service expansion. Although there will be future opportunities to work on a wider variety of design and content projects. Reporting to the VP of Operations USA  you will be required to work freely across a wide range of creative projects  both print and digital  delivering engaging and stand-out creative for our clients. As well as your salary: To deliver brilliant marketing to MRM’s global drinks suppliers and their customers we need to build a company that is reflective of their diversity. We are building an inclusive workplace that promotes and values difference  where everyone  from any background  can do their best work and be proud to belong. For more information about us visit https://mrmglobal.com/ or check out our socials.
Designer,https://indeed.com/viewjob?jk=2345a23cc65b8cbe,7/25/2023,UI/UX Designer,Land Intelligence Inc,Remote,,,,
Designer,https://indeed.com/viewjob?jk=22ee798e122e6127,7/23/2023,Sales / Designer,Closets by Design Chicago North,Woodstock  IL 60098,,$5 970 a month,Full-time,
Designer,https://indeed.com/viewjob?jk=17d1544de2b2150e,7/24/2023,Graphic Designer,HustleWing,New York State,Remote,Estimated $41.5K - $52.6K a year,Part-time, We are seeking a creative and talented Part-Time Graphic Designer. As a Part-Time Graphic Designer  you will play a crucial role in creating visually appealing and engaging designs that communicate the brand message effectively. This is a part-time position requiring approximately 5 - 10 hours per week. If you are a passionate and skilled Graphic Designer looking for a part-time opportunity to showcase your creativity and contribute to the brand's visual presence  we invite you to apply.
Designer,https://indeed.com/viewjob?jk=fa309b4f3e11a19f,7/25/2023,Graphic Designer (Remote),EPS Operations LLC,Nashua  NH,Remote,Estimated $70.8K - $89.6K a year,Full-time, EPS School Specialty is a leading K–12 supplemental literacy and math curriculum company. Its suite of solutions includes many well-known  trusted and proven products like SPIREⓇ  Explode The CodeⓇ and Wordly WiseⓇ. The company recently took on a private equity partner committed to product and go-to-market investments that will position the company for explosive growth over the coming years. We are looking for candidates who want to be part of addressing one of our nation’s most critical challenges. Fewer than a third of all students can read proficiently. Reading ability is a key driver of equity since only 20% of Hispanic students  and 16% of Black students can read proficiently by 4th grade. You will be joining a high-paced  creative and fun team dedicated to making a difference in children’s lives and driving equity across our nation’s public schools. We are searching for a dynamic with a strong background in print design and production  along with hands-on experience with CSS and HTML. As a Graphic Designer at EPS  you will be responsible for designing a range of B2B marketing materials (e.g.  marketing collateral  catalog  direct mail  and other print materials). The ability to oversee the print production process is required. Additionally  this role will design marketing emails  web pages  and other digital deliverables. You will work closely with cross-functional teams to develop and implement creative strategies that support our business objectives. Don’t meet every single requirement? Studies have shown that women and people of color are less likely to apply to jobs unless they meet every single qualification. Our organization is dedicated to building a diverse  inclusive and authentic workplace  so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description  we encourage you to apply! You may be just the right candidate for this or other roles. Please be sure to attach your resume. Applications without an attached resume will be considered incomplete. We are an Equal Opportunity Employer.
Designer,https://indeed.com/viewjob?jk=c831dd6c7ab80fe4,7/25/2023,Architectural Designer - Part Time (Remote),Epic Games,Cannon Beach  OR,Remote,Estimated $77.2K - $97.8K a year,Full-time,We are seeking a dynamic and high initiative individual who can coordinate the designs and drafting with the resident senior architect.  Responsibilities and Duties - Demographics Work  Work with cities in understanding their drawing comments and modify the drawings Site adaptation of designs currently available AutoCAD support the senior architect for modifications and changes in the designs Coordinate RFIs and construction site visits Qualifications and Skills  Atleast a Bachelor's degree in Architecture. Highly skilled in communication Highly motivated to meet goals in a self directed with strong self initiative.
Designer,https://indeed.com/viewjob?jk=375670726b35aab9,7/23/2023,Marketing Production Designer,Midwest Technology Partnership  LLC,Remote,,Estimated $77.2K - $97.8K a year,Full-time,
Designer,https://indeed.com/viewjob?jk=c83e1d3d3fd75ed0,7/25/2023,Graphic Designer,Twine,Remote,,Estimated $61.8K - $78.2K a year,Contract, Twine is a marketplace for the world's top freelancers. Twine is used by Fortune 500 companies and Silicon Valley startups for their most important projects. Twine is a rapidly growing fully remote network that empowers freelancers. Twine Freelancers work quickly and efficiently to produce high-quality results. We are seeking a Full-time Graphic Designer for one of the world's largest esports tournament platforms.Bonus Points
Designer,https://indeed.com/viewjob?jk=df940643d3509852,7/25/2023,Product Designer II  Remote US,Earnest Current Job Openings,Remote,,Estimated $61.8K - $78.2K a year,Contract, A little background on Earnest: We're a remote first FinTech company with an accomplished team who believe consumer lending can be radically improved and are doing something about it. We are disrupting the trillion dollar student loan industry by redefining what it means to be creditworthy. We created a company that combines data science  streamlined design  and technology to: Earnies define our culture as:Our Earnies are fun  innovative  and willing to roll up their sleeves to help their team succeed in a fast-paced environment. If this sounds like you  and you want to join us on our mission to radically disrupt a trillion dollar fintech industry  keep reading to find out how.
Designer,https://indeed.com/viewjob?jk=758677e1213fe4b3,7/25/2023,Interior Designer,TJC Real Estate Transactions Group LLC,Scottsdale  AZ 85258,,Estimated $61.8K - $78.2K a year,Contract,   
Designer,https://indeed.com/viewjob?jk=04d803d99e029be4,7/25/2023,Graphic Designer (Freelance),Firmspace,Remote,,Estimated $54K - $68.4K a year,Freelance,Firmspace is seeking a highly skilled and creative Graphic Designer to collaborate with our in-house marketing team on various projects. As a project-based (freelance) Graphic Designer  you will play a pivotal role in developing captivating marketing materials and advertising campaigns to promote Firmspace and its offerings.
Designer,https://indeed.com/viewjob?jk=457c9afb8da4f4c6,7/25/2023,Graphic Designer,Townsquare Ignite,Charlotte  NC,Remote,Estimated $54K - $68.4K a year,Freelance, Seeking a Graphic Designer to join our Creative Services team. Our designers create digital ads in jpg  gif  HTML5  and mp4 format for clients across the country and will be displayed on both our sites and across digital ad exchanges. You will help these clients establish a digital presence in their respective markets through engaging ad designs. This high-volume position reports to the Project Manager of Creative Services and Vice President of Digital Ad Solutions and works with the local market sales teams to meet the digital needs of their clients. We seek a self-starter designer with a very keen sense of detail  the ability to work with very short deadlines  and a good advertising design aesthetic. Produces digital display and video ads in various sizes (from site skins to banner ads) and within ad specifications for clients who want to advertise online but don't have the resources to make their ads. Attention to detail  consistency and the ability to quickly produce quality work will be the key to success. You will need to interpret the instructions provided and implement digital and advertising best practices to create the best ad possible. This position works under the immediate supervision of the Creative Services Project Manager. Townsquare is a community-focused digital media  digital marketing solutions  and radio company focused outside the Top 50 markets in the U.S. Our assets include   a digital marketing services subscription business providing websites  search engine optimization  social platforms  and online reputation management for approximately 21 900 SMBs;   a proprietary digital programmatic advertising technology with an in-house demand and data management platform; and Townsquare Media  our portfolio of 357 local terrestrial radio stations in 74 cities with corresponding local news and entertainment websites and apps including legendary brands such as     and   along with a network of national music brands including       and .
Designer,https://indeed.com/viewjob?jk=457c9afb8da4f4c6,7/25/2023,Web & Graphic Designer - Hybrid Remote,Townsquare Ignite,Charlotte  NC,Remote,,, Seeking a Graphic Designer to join our Creative Services team. Our designers create digital ads in jpg  gif  HTML5  and mp4 format for clients across the country and will be displayed on both our sites and across digital ad exchanges. You will help these clients establish a digital presence in their respective markets through engaging ad designs. This high-volume position reports to the Project Manager of Creative Services and Vice President of Digital Ad Solutions and works with the local market sales teams to meet the digital needs of their clients. We seek a self-starter designer with a very keen sense of detail  the ability to work with very short deadlines  and a good advertising design aesthetic. Produces digital display and video ads in various sizes (from site skins to banner ads) and within ad specifications for clients who want to advertise online but don't have the resources to make their ads. Attention to detail  consistency and the ability to quickly produce quality work will be the key to success. You will need to interpret the instructions provided and implement digital and advertising best practices to create the best ad possible. This position works under the immediate supervision of the Creative Services Project Manager. Townsquare is a community-focused digital media  digital marketing solutions  and radio company focused outside the Top 50 markets in the U.S. Our assets include   a digital marketing services subscription business providing websites  search engine optimization  social platforms  and online reputation management for approximately 21 900 SMBs;   a proprietary digital programmatic advertising technology with an in-house demand and data management platform; and Townsquare Media  our portfolio of 357 local terrestrial radio stations in 74 cities with corresponding local news and entertainment websites and apps including legendary brands such as     and   along with a network of national music brands including       and .
Designer,https://indeed.com/viewjob?jk=f96816f55be6e05f,7/25/2023,Digital Designer,Today's Business LLC,Remote,,$28.84 - $33.65 an hour,Full-time,Non-Exempt Today's Business is a Digital Marketing Agency managing multi-channel campaigns. We help our clients sell their products and communicate their story to the best possible audiences ultimately leading to a premium result. We utilize data and analytics to consistently improve every service of Today's Business which will create sustainable  long term  and transparent successes for our clients. At Today’s Business our digital designers work with every department to communicate ideas and information visually. Our designers have a working knowledge and understanding of the latest design software and are skilled with every step of the design process from concept to the final deliverable. Our ideal candidate will have a thorough understanding of branding and marketing  with the ability to vary style and layouts depending on the project  client  and industry. If you think you have the missing piece to our creative department  we want to hear from you. The Digital Designer will report directly to the Sr. Digital Designer Culture matters at Today’s Business. We demand trust and transparency from each other. We’re open in communication and floor plan. We’re flat – our interns and strategists work closely with senior leaders  and our CEO interacts with every team daily. Put together  these elements help foster an environment where smart people can support each other in performing to their highest potential. If you have great experience but are tired of being a cog in a giant corporate wheel  this job is for you. It’s a chance to take our partnerships to the next level at an established  growing company. Everything you do every day will make a significant impact on our company. Your work will be seen  felt and recognized  and your past experience will be valued.:  j62RLTO5Ke
Designer,https://indeed.com/viewjob?jk=f96816f55be6e05f,7/24/2023,UX / UI & Graphic Designer,Today's Business LLC,Remote,,$80 000 - $110 000 a year,Full-time,Non-Exempt Today's Business is a Digital Marketing Agency managing multi-channel campaigns. We help our clients sell their products and communicate their story to the best possible audiences ultimately leading to a premium result. We utilize data and analytics to consistently improve every service of Today's Business which will create sustainable  long term  and transparent successes for our clients. At Today’s Business our digital designers work with every department to communicate ideas and information visually. Our designers have a working knowledge and understanding of the latest design software and are skilled with every step of the design process from concept to the final deliverable. Our ideal candidate will have a thorough understanding of branding and marketing  with the ability to vary style and layouts depending on the project  client  and industry. If you think you have the missing piece to our creative department  we want to hear from you. The Digital Designer will report directly to the Sr. Digital Designer Culture matters at Today’s Business. We demand trust and transparency from each other. We’re open in communication and floor plan. We’re flat – our interns and strategists work closely with senior leaders  and our CEO interacts with every team daily. Put together  these elements help foster an environment where smart people can support each other in performing to their highest potential. If you have great experience but are tired of being a cog in a giant corporate wheel  this job is for you. It’s a chance to take our partnerships to the next level at an established  growing company. Everything you do every day will make a significant impact on our company. Your work will be seen  felt and recognized  and your past experience will be valued.:  j62RLTO5Ke
Designer,https://indeed.com/viewjob?jk=e60d153c5672e74b,7/25/2023,Senior Funnel Designer & Builder (ClickFunnels),4Media Marketing,Remote,,$52 000 - $78 000 a year,Full-time,
Designer,https://indeed.com/viewjob?jk=e60d153c5672e74b,7/25/2023,AutoCAD Designer/Drafter,4Media Marketing,Remote,,,,
Designer,https://indeed.com/viewjob?jk=e60d153c5672e74b,7/25/2023,Multimedia Designer,4Media Marketing,Remote,,$24 - $28 an hour,Full-time,
Designer,https://indeed.com/viewjob?jk=c164ca93ce13aeb6,7/25/2023,Sr. Designer/Principal Designer,Basic Fun Inc,301 Yamato Road  Boca Raton  FL 33431,,,,Basic Fun! is a dynamic global designer and marketer of classic and innovative children’s entertainment products. The Company’s iconic brands and broad product portfolio are sold by leading retailers and distributors in over 60 countries around the world. Basic Fun! has an omni-channel go-to market strategy with a strong presence on-line  in store and in family entertainment venues. The Company is proud to have valued licensing partnerships to include Hasbro  Disney  Mattel  Nintendo  Netflix  Coca Cola  Universal  Cloudco Entertainment  NFL and NBA. Basic Fun! has a portfolio of powerhouse brands that include Care Bears  Tonka  Lite Brite  K’nex  Lincoln Logs  Tinker Toys  Playhut  Uncle Milton  Fisher Price Classics  Mash’emsand Littlest Pet Shop. Basic Fun! is dedicated to enriching lives and creating unforgettable moments through imaginative play. This role is 50% prelim and 50% development. Manages projects from concept through production. Generates innovative new concept designs and illustrations for presentations and approval. Creates individually and collaboratively with innovation management  internal/external partners  and the Hong Kong office to develop a fully functional 3D model. Works closely with management on new brand initiatives and collaborate on creative strategy for key brands and individual items.:
Designer,https://indeed.com/viewjob?jk=4d62a4d7eeeaa7e3,7/23/2023,Virtual Designer,Gaylor Electric,177 Knob Hill Road  Mooresville  NC 28117,,,,   Responsibilities encompass the general aspects of virtual drafting that determine the most appropriate drawings and diagrams that accurately communicate the intended design clearly  effectively and timely.     High school graduate  holder of G.E.D.  or equivalent studies/ experience.    This position requires past AutoCAD / BIM 3-D modeling experience and a high degree of technical knowledge of electrical construction  and computer drafting applications.  Strong administrative  computer (Word & Excel)  and communications skills. 
Designer,https://indeed.com/viewjob?jk=4d62a4d7eeeaa7e3,7/25/2023,Instructional Designer,Gaylor Electric,177 Knob Hill Road  Mooresville  NC 28117,,,,   Responsibilities encompass the general aspects of virtual drafting that determine the most appropriate drawings and diagrams that accurately communicate the intended design clearly  effectively and timely.     High school graduate  holder of G.E.D.  or equivalent studies/ experience.    This position requires past AutoCAD / BIM 3-D modeling experience and a high degree of technical knowledge of electrical construction  and computer drafting applications.  Strong administrative  computer (Word & Excel)  and communications skills. 
Designer,https://indeed.com/viewjob?jk=1fdf7045cfc6e02b,7/25/2023,Product Designer,Sortly,Remote,,,,  Sortly is a simple  multi-device inventory management solution. Our visual & intuitive approach to inventory enables thousands of SMBs and teams within iconic corporations  government entities  music bands & sports teams to stay on top of their consumables  assets  and material things. With over 8 000 five-star ratings in the App Store and a net promoter score greater than 55  our impressive growth has primarily been driven by organic sources and word of mouth. We are profitable  financially independent  and primed to scale within our $20B market! We are proudly a distributed and remote-first company since inception with teams across 4 countries.   - We make decisions based on knowledge and understanding with the aim of creating and improving differentiated products that benefit our business and customers.  - We embrace the spirit of entrepreneurship  taking considered risks and pushing ourselves to think boldly and creatively. - We are customer-centered by mission  with respect for the individual and a desire to create a great community.  - We seek opportunities to learn from our mistakes and successes  our colleagues and customers  and to help each other improve.  At Sortly  we are known in the industry for our commitment to simplicity and user-friendliness. We are currently looking for a Product Designer who shares our dedication to creating customer-centric experiences and is eager to help elevate our product to new heights.  We are at a pivotal time  both for our growth as a company and as a design team  with new feature requests coming in daily. We need someone who can successfully own these small projects that will enhance the core Sortly experience across the web and mobile. Join our team  build your skills  and help us in our mission to simplify inventory! This role is remote  anywhere in the US.
Designer,https://indeed.com/viewjob?jk=cc18e1e317d9d34f,7/23/2023,Graphics Designer,Greystones Consulting Group LLC,Washington  DC 20003,,Estimated $59.1K - $74.8K a year,Full-time,Greystones Group is a fast-growing woman-owned small business supporting the Warfighter with best-in-class artificial intelligence and big data analytics capabilities. Our capabilities include mission planning  operational support  leader development and education  cybersecurity  electronic warfare  and information technology solutions.We are looking for dedicated and motivated candidates that can grow with the company. At Greystones  we recognize that everyone brings their own important skill sets and unique talents to create a highly competent team to deliver quality solutions. We ensure that each member?s needs are addressed effectively  and our employees are not just a number. We offer a close-knit community that ensures your growth and development in a setting that provides world class support to our customers.Greystones Group has an opportunity for a Graphics Designer. The Graphics Designer will be supporting the DoD customer?s front office with multi-media design and editing. This position requires that the candidate is able to go into the customer?s office in Falls Church  VA or Arlington  VA.Specific Responsibilities are as follows:*This position is contingent upon contract award*
Designer,https://indeed.com/viewjob?jk=cc18e1e317d9d34f,7/25/2023,Instructional Designer (Video/Graphics),Greystones Consulting Group LLC,Washington  DC 20003,,,,Greystones Group is a fast-growing woman-owned small business supporting the Warfighter with best-in-class artificial intelligence and big data analytics capabilities. Our capabilities include mission planning  operational support  leader development and education  cybersecurity  electronic warfare  and information technology solutions.We are looking for dedicated and motivated candidates that can grow with the company. At Greystones  we recognize that everyone brings their own important skill sets and unique talents to create a highly competent team to deliver quality solutions. We ensure that each member?s needs are addressed effectively  and our employees are not just a number. We offer a close-knit community that ensures your growth and development in a setting that provides world class support to our customers.Greystones Group has an opportunity for a Graphics Designer. The Graphics Designer will be supporting the DoD customer?s front office with multi-media design and editing. This position requires that the candidate is able to go into the customer?s office in Falls Church  VA or Arlington  VA.Specific Responsibilities are as follows:*This position is contingent upon contract award*
Designer,https://indeed.com/viewjob?jk=cc18e1e317d9d34f,7/25/2023,UX Designer,Greystones Consulting Group LLC,Washington  DC 20003,,,,Greystones Group is a fast-growing woman-owned small business supporting the Warfighter with best-in-class artificial intelligence and big data analytics capabilities. Our capabilities include mission planning  operational support  leader development and education  cybersecurity  electronic warfare  and information technology solutions.We are looking for dedicated and motivated candidates that can grow with the company. At Greystones  we recognize that everyone brings their own important skill sets and unique talents to create a highly competent team to deliver quality solutions. We ensure that each member?s needs are addressed effectively  and our employees are not just a number. We offer a close-knit community that ensures your growth and development in a setting that provides world class support to our customers.Greystones Group has an opportunity for a Graphics Designer. The Graphics Designer will be supporting the DoD customer?s front office with multi-media design and editing. This position requires that the candidate is able to go into the customer?s office in Falls Church  VA or Arlington  VA.Specific Responsibilities are as follows:*This position is contingent upon contract award*
Designer,https://indeed.com/viewjob?jk=4b3cc0b593019473,7/25/2023,Plumbing Designer,TLC Engineering Solutions  Inc.,Melbourne  FL 32940,,,,     TLC has earned its reputation for excellence operating for more than 65 years. We are a full service engineering design firm with focus on large facility design including education  federal  municipal  and related facilities. Our firm is seeking an experienced and motivated Plumbing Designer for our Melbourne  Florida location.           Click Here! To learn about TLC Engineering Solutions  the culture and the spectacular projects we are most proud of.           We offer a comprehensive benefits package which includes;            TLC is an Equal Opportunity  Affirmative Action employer  dedicated to Workforce Diversity EOE- M/F/Vets/Disabled. All qualified applicants will receive consideration for employment without regard to race  color  religion  sex  sexual orientation  gender identity  national origin  veteran status  disability  age and other classifications covered under federal  state or local laws. TLC participates in E-Verify. PM18 
Designer,https://indeed.com/viewjob?jk=f347055cabae6f13,7/25/2023,Event Experience Designer,PRA Business Events,Phoenix  AZ 85004,,Full-time,Weekends as needed, PRA is the market-leading business event management firm  delivering unique experiences that move hearts  minds and businesses forward. Blending Passion  Reach and Authenticity  PRA works collaboratively with clients to craft creative  multi-sensory attendee journeys to leave a lasting impression. Applicants must be based in the Phoenix area for this role. This role allows for an average of 3 days per week in the office and 2 days working from home. Service Areas of Focus Transportation Tactical or logistical service offerings Entertainment Décor/ event theming Tours & Activities Teambuilding Activities Offsite Venue sourcing Restaurants / Dine-Arounds Professional Staffing Gifting Primary Responsibilities Qualifications Whether in-person  remote  or hybrid  PRA guides organizations in bringing people together with strategic content  brand engagement and authentic destination experiences. PRA has local teams across the US covering more than 29 top destinations  and a remote execution team who can plan anywhere our clients envision an incomparable meeting or event. Internally  we have a robust sustainability and social impact program that includes initiatives around carbon reduction  pushing towards zero waste  supporting the American Forest Foundation and ECPAT-USA  working with our supply chain to ensure we have sustainable and diverse suppliers for client events and a focus on equity  diversity and inclusion. Our plans and projects are ongoing and we are excited with the changes we've made and look forward to the continued and increased impact we will have through these programs and initiatives. Creative Event Design + Production; Local Excursions; Tours; Teambuilding; Offsite Events; Dine Arounds; Digital + Hybrid Programming; Health + Safety Logistics; CSR + Giveback Initiatives; Sustainable Planning Services; Transportation Logistics; Staffing; Content Creation; Graphic Design + Branding; Gifting. Follow PRA on social @PRABusinessEvents and visit www.pra.com for more information.
